name,country,region,rating,rating_count,price
Blackstone Merlot (Winemaker's Select) 2023,"('United States',)","('California',)",3.4,11097,12.0
Tolaini Al Passo Toscana 2022,"('Italy',)","('Toscana',)",3.9,11084,28.48
Château Lamothe-Bergeron Haut-Médoc 2023,"('France',)","('Haut-Médoc',)",3.8,11062,40.0
Taylor's 20 Year Old Tawny Port,"('Portugal',)","('Porto',)",4.3,11023,55.97
Muriel Reserva 2024,"('Spain',)","('Rioja',)",3.8,11021,20.0
Champagne Barons de Rothschild Brut Champagne,"('France',)","('Champagne',)",4.1,10987,122.17
Les Costières de Pomerols Hugues de Beauvignac (HB) Picpoul de Pinet 2024,"('France',)","('Picpoul de Pinet',)",3.8,10974,14.73
Bel-Air Bordeaux 2023,"('France',)","('Bordeaux',)",3.5,10971,20.0
Joseph Perrier Brut Champagne (Cuvée Royale),"('France',)","('Champagne',)",3.9,10916,54.99
Odfjell Armador Carménère 2024,"('Chile',)","('Maule Valley',)",3.7,10881,19.75
Turnbull Napa Valley Cabernet Sauvignon 2023,"('United States',)","('Napa Valley',)",4.2,10867,44.97
Château Haut-Brion Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2022,"('France',)","('Pessac-Léognan',)",4.3,10817,189.94
Altos del Plata Cabernet Sauvignon 2023,"('Argentina',)","('Lujan de Cuyo',)",3.5,10767,12.29
Petrolo Galatrona 2023,"('Italy',)","('Valdarno di Sopra',)",4.3,10762,107.0
Beringer Founders' Estate Chardonnay 2023,"('United States',)","('California',)",3.7,10734,12.95
Quintarelli Giuseppe Amarone della Valpolicella Classico 2018,"('Italy',)","('Amarone della Valpolicella Classico',)",4.7,10729,573.85
Domaine Lafage Narassa 2023,"('France',)","('Côtes Catalanes',)",4.1,10700,24.59
Vve Fourny & Fils Blanc de Blancs Vertus Brut Champagne Premier Cru,"('France',)","('Champagne Premier Cru',)",4.1,10698,69.99
Freixenet Prosecco,"('Italy',)","('Prosecco',)",3.7,10684,16.99
Nino Franco Rustico Valdobbiadene Prosecco Superiore,"('Italy',)","('Conegliano-Valdobbiadene Prosecco Superiore',)",3.9,10670,22.76
Schmitt Söhne Riesling Relax 2024,"('Germany',)","('Mosel',)",3.8,10631,12.29
Altos Las Hormigas Malbec Terroir Valle de Uco 2024,"('Argentina',)","('Uco Valley',)",3.7,10617,21.33
Domaine de la Motte Pinot Noir 2023,"('France',)","(""Pays d'Oc"",)",3.6,10603,20.0
Champagne Beaumont des Crayeres Grande Réserve Brut Champagne,"('France',)","('Champagne',)",3.8,10594,39.99
Redwood Creek Cabernet Sauvignon 2021,"('United States',)","('California',)",3.5,10592,30.29
Casa Ferreirinha Esteva Douro 2019,"('Portugal',)","('Douro',)",3.8,10541,16.83
Domaine William Fèvre Chablis 2023,"('France',)","('Chablis',)",3.9,10537,41.43
J. Hofstätter Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2024,"('Italy',)","('Vigneti delle Dolomiti',)",3.7,10518,23.42
Merry Edwards Sauvignon Blanc 2024,"('United States',)","('Russian River Valley',)",4.4,10512,27.95
Enrique Mendoza La Tremenda Monastrell Alicante 2024,"('Spain',)","('Alicante',)",3.8,10497,21.37
Stella Rosa Black Semi-Sweet Red,"('Italy',)","('Piemonte',)",3.9,10496,12.99
Il Tauro Salice Salentino Riserva 2021,"('Italy',)","('Salice Salentino',)",3.6,10445,12.99
Murphy-Goode Pinot Noir 2023,"('United States',)","('California',)",3.7,10416,13.52
Treana Red 2023,"('United States',)","('Paso Robles',)",4.3,10397,34.95
Marietta Old Vine Red (OVR),"('United States',)","('California',)",3.7,10395,18.39
Treana Red 2022,"('United States',)","('Paso Robles',)",4.3,10392,44.99
Cesari Bosan Valpolicella Ripasso Superiore 2021,"('Italy',)","('Valpolicella Ripasso',)",4.0,10388,36.67
Roc de Cambes Côtes de Bourg 2022,"('France',)","('Côtes de Bourg',)",4.4,10380,89.0
Henschke Keyneton Euphonium 2023,"('Australia',)","('Eden Valley',)",4.2,10380,62.11
Henschke Keyneton Euphonium 2024,"('Australia',)","('Eden Valley',)",4.2,10380,54.23
Cortes de Cima Tinto 2021,"('Portugal',)","('Alentejano',)",4.0,10378,48.0
Gonzalez-Byass Nectar Pedro Ximenez Sherry (Dulce),"('Spain',)","('Jerez-Xérès-Sherry',)",4.1,10361,17.98
Riondo Cuvée 18 Prosecco Frizzante (Spago Nero),"('Italy',)","('Prosecco',)",4.0,10320,18.4
Decoy Chardonnay 2024,"('United States',)","('California',)",3.8,10270,18.89
Prunotto Barolo Bussia 2021,"('Italy',)","('Barolo',)",4.2,10259,119.99
Mendel Malbec 2022,"('Argentina',)","('Mendoza',)",4.0,10253,30.42
Diora La Petite Grace Pinot Noir 2023,"('United States',)","('Monterey',)",4.1,10250,19.95
Austin Hope Austin Hope Cabernet Sauvignon 2021,"('United States',)","('Paso Robles',)",4.3,10244,64.99
Dom Pérignon Brut Champagne 2012,"('France',)","('Champagne',)",4.6,10238,796.86
Frank Family Chardonnay 2024,"('United States',)","('Los Carneros',)",4.2,10190,36.29
Bottega Gold,"('Italy',)","('Prosecco',)",3.7,10185,34.97
Beringer Founders' Estate Merlot 2023,"('United States',)","('California',)",3.6,10167,12.95
Cakebread Sauvignon Blanc 2024,"('United States',)","('Napa Valley',)",4.1,10110,31.95
Deutz Rosé Brut Champagne,"('France',)","('Champagne',)",4.2,10103,89.95
Borgo Scopeto Chianti Classico 2023,"('Italy',)","('Chianti Classico',)",3.7,10064,22.99
Obsidian Ridge Estate Grown Cabernet Sauvignon 2022,"('United States',)","('Red Hills Lake County',)",4.1,10029,40.24
Stag's Leap Wine Cellars ARTEMIS Cabernet Sauvignon 2018,"('United States',)","('Napa Valley',)",4.5,9995,106.85
Borne of Fire Cabernet Sauvignon 2022,"('United States',)","('Columbia Valley',)",3.9,9994,22.86
Perrier-Jouët Blason Rosé Brut Champagne,"('France',)","('Champagne',)",4.2,9989,69.29
The Pinot Project Pinot Noir 2023,"('United States',)","('California',)",3.5,9985,11.99
Trapiche Oak Cask Cabernet Sauvignon 2024,"('Argentina',)","('Mendoza',)",3.5,9981,12.95
Vietti Moscato d'Asti 2025,"('Italy',)","(""Moscato d'Asti"",)",4.2,9931,16.71
Chateau Ste. Michelle Harvest Select Sweet Riesling 2024,"('United States',)","('Columbia Valley',)",4.0,9916,10.99
CHANDON California Brut,"('United States',)","('California',)",3.7,9913,17.99
King Estate Pinot Gris 2024,"('United States',)","('Willamette Valley',)",3.9,9894,22.13
M. Chapoutier Belleruche Côtes du Rhône Rosé 2024,"('France',)","('Côtes-du-Rhône',)",3.8,9881,16.79
Golan Heights Winery Yarden Chardonnay 2024,"('Israel',)","('Galilee',)",4.0,9781,28.83
Graham Beck Brut (Chardonnay - Pinot Noir),"('South Africa',)","('Robertson',)",3.9,9726,22.99
The Prisoner Unshackled Red Blend 2023,"('United States',)","('California',)",4.0,9714,39.26
Le Mesnil Blanc de Blancs Brut Champagne Grand Cru N.V,"('France',)","('Champagne Grand Cru',)",4.1,9701,57.49
Charles Mignon Premium Reserve Brut Champagne,"('France',)","('Champagne',)",3.8,9690,40.24
J. Moreau & Fils Chablis 2021,"('France',)","('Chablis',)",3.8,9653,32.95
Segura Viudas Cava Brut Reserva,"('Spain',)","('Cava',)",3.6,9653,13.99
Eroica Riesling 2024,"('United States',)","('Columbia Valley',)",4.0,9647,19.9
Henri Giraud Esprit Nature Champagne,"('France',)","('Champagne',)",4.1,9594,79.2
Gnarly Head Pinot Noir 1924,"('United States',)","('California',)",3.6,9570,16.95
Gnarly Head Pinot Noir 2024,"('United States',)","('California',)",3.6,9570,10.49
Maschio Prosecco Treviso Extra Dry,"('Italy',)","('Prosecco di Treviso',)",3.6,9539,19.99
Château Phélan Ségur Frank Phélan 2021,"('France',)","('Saint-Estèphe',)",3.9,9514,43.99
C'est La Vie Pinot Noir - Syrah 2023,"('France',)","('Vin de Pays',)",3.5,9463,15.95
District 7 Pinot Noir 2023,"('United States',)","('Monterey',)",3.5,9452,18.33
Kendall-Jackson Grand Reserve Cabernet Sauvignon 1990,"('United States',)","('Sonoma County',)",3.9,9428,64.99
Petrolo Toscana Torrione 2023,"('Italy',)","('Toscana',)",3.9,9408,44.83
Flowers Sonoma Coast Chardonnay 2024,"('United States',)","('Sonoma Coast',)",4.2,9405,36.99
Michele Satta Bolgheri 1999,"('Italy',)","('Bolgheri',)",3.8,9383,116.99
Dom Pérignon Brut Champagne 2013,"('France',)","('Champagne',)",4.5,9319,299.99
Notorious Wines Notorious Pink Grenache 2024,"('France',)","('Vin de France',)",4.2,9315,19.99
Banfi Belnero (Proprietor's Reserve) 2023,"('Italy',)","('Toscana',)",3.9,9306,30.8
Dom Pérignon Brut Champagne 2002,"('France',)","('Champagne',)",4.6,9288,551.24
Grgich Hills Chardonnay 2023,"('United States',)","('Napa Valley',)",4.1,9278,60.83
Adelsheim Pinot Noir 2023,"('United States',)","('Willamette Valley',)",4.0,9260,29.98
Pierre Gimonnet & Fils Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru,"('France',)","('Champagne Premier Cru',)",4.1,9251,65.08
Columbia Winery Cabernet Sauvignon 2022,"('United States',)","('Columbia Valley',)",3.7,9207,17.49
Columbia Winery Cabernet Sauvignon 2021,"('United States',)","('Columbia Valley',)",3.7,9206,39.02
Tenuta Il Poggione Rosso di Montalcino 2023,"('Italy',)","('Rosso di Montalcino',)",3.8,9183,38.82
Alamos Bonarda 2004,"('Argentina',)","('Mendoza',)",3.7,9181,41.99
Veuve Clicquot Demi-Sec Champagne,"('France',)","('Champagne',)",4.3,9105,72.77
Domaine Jean-Louis Chave Saint-Joseph Selection Offerus 2024,"('France',)","('Saint-Joseph',)",4.0,9099,44.83
Stags' Leap The Leap Cabernet Sauvignon 2022,"('United States',)","('Napa Valley',)",4.3,9096,114.95
Bérêche & Fils Brut Réserve Champagne,"('France',)","('Champagne',)",4.2,9092,88.79
Ferrari Carano Cabernet Sauvignon 2022,"('United States',)","('Alexander Valley',)",4.1,9079,19.97
Buehler Cabernet Sauvignon 2022,"('United States',)","('Napa Valley',)",4.0,9048,31.47
Sassoregale Maremma Toscana Sangiovese 2023,"('Italy',)","('Maremma Toscana',)",3.7,8995,20.99
Clean Slate Riesling 2024,"('Germany',)","('Mosel',)",3.8,8994,17.99
Can Blau Can Blau 2022,"('Spain',)","('Montsant',)",3.9,8992,18.99
Château Léoville Poyferré Château Moulin Riche Saint-Julien 2021,"('France',)","('Saint-Julien',)",4.1,8974,80.0
Château Léoville Poyferré Château Moulin Riche Saint-Julien 2023,"('France',)","('Saint-Julien',)",4.1,8974,96.0
Imagery Pinot Noir 2023,"('United States',)","('California',)",3.8,8956,16.79
La Spinetta Il Rosé di Casanova 2025,"('Italy',)","('Toscana',)",4.0,8928,22.42
Clos du Mont-Olivet Châteauneuf-du-Pape 2023,"('France',)","('Châteauneuf-du-Pape',)",4.0,8895,50.59
Mascarello Giuseppe e Figlio Barolo Monprivato 2021,"('Italy',)","('Barolo',)",4.4,8858,421.87
Paul Hobbs Cabernet Sauvignon 2022,"('United States',)","('Napa Valley',)",4.5,8823,107.97
Vieux Papes Original,"('France',)","('Vin de France',)",3.3,8812,7.99
Shafer TD9 2023,"('United States',)","('Napa Valley',)",4.3,8763,79.99
Mohua Sauvignon Blanc 2024,"('New Zealand',)","('Marlborough',)",4.1,8742,13.99
Blanc Pescador Sparkling,"('Spain',)","('Empordà',)",3.4,8720,15.99
La Rioja Alta Rioja Gran Reserva 904 2011,"('Spain',)","('Rioja',)",4.4,8693,99.99
Chateau Ste. Michelle Gewürztraminer 2024,"('United States',)","('Columbia Valley',)",3.8,8687,16.95
Oddero Barolo 1961,"('Italy',)","('Barolo',)",4.1,8635,399.99
Vini La Quercia Montepulciano d'Abruzzo 2023,"('Italy',)","(""Montepulciano d'Abruzzo"",)",4.0,8635,15.98
Taittinger Prélude Grands Crus Brut Champagne,"('France',)","('Champagne',)",4.2,8628,107.95
Gruet Méthode Champenoise Brut (Gold Label),"('United States',)","('New Mexico',)",3.9,8621,14.99
Bodega La Magdalena Sueño Tempranillo 2018,"('Spain',)","('Ribera del Júcar',)",3.5,8605,18.99
Freixenet Italian Sparkling Rosé,"('Italy',)","(""Vino d'Italia"",)",3.8,8582,16.99
Piper-Heidsieck Rosé Sauvage,"('France',)","('Champagne',)",3.9,8571,64.99
G.D. Vajra Barolo Bricco Delle Viole 2022,"('Italy',)","('Barolo',)",4.3,8537,99.99
Ramón Bilbao Rioja Reserva (Tempranillo) 2015,"('Spain',)","('Rioja',)",4.1,8536,27.57
Saint-Hilaire Brut 2023,"('France',)","('Blanquette de Limoux',)",3.9,8536,19.67
Zonin Prosecco,"('Italy',)","('Prosecco',)",3.6,8522,14.97
Josh Cellars Reserve Paso Robles Cabernet Sauvignon 2024,"('United States',)","('Paso Robles',)",3.9,8521,15.99
Canard-Duchêne Charles VII Grande Cuvée Brut Champagne,"('France',)","('Champagne',)",4.1,8500,90.17
Robert Mondavi Winery Chardonnay 2023,"('United States',)","('Napa Valley',)",3.8,8497,19.99
Robert Mondavi Winery Chardonnay 2020,"('United States',)","('Napa Valley',)",3.8,8497,31.99
Robert Mondavi Winery Chardonnay 2024,"('United States',)","('Napa Valley',)",3.8,8497,16.58
Cecchi Chianti Classico 2023,"('Italy',)","('Chianti Classico',)",3.4,8493,17.95
Château de Saint Cosme Gigondas 2023,"('France',)","('Gigondas',)",4.1,8492,54.23
Château Kirwan Charmes de Kirwan Margaux 2022,"('France',)","('Margaux',)",4.1,8459,51.69
Château Boutisse Saint-Émilion Grand Cru 2022,"('France',)","('Saint-Émilion Grand Cru',)",4.0,8446,46.99
B Side Cabernet Sauvignon 2021,"('United States',)","('Napa Valley',)",3.9,8425,21.95
Rodney Strong Estate Cabernet Sauvignon 2022,"('United States',)","('Alexander Valley',)",3.8,8413,22.95
BV Coastal Estates Cabernet Sauvignon 2023,"('United States',)","('California',)",3.5,8391,12.95
Domaine William Fèvre Chablis Premier Cru Vaillons 2023,"('France',)","('Chablis Premier Cru',)",4.1,8377,107.8
B.R. Cohn Cabernet Sauvignon Silver Label 2023,"('United States',)","('North Coast',)",3.9,8370,23.09
Bottega Petalo Moscato Il Vino Dell'Amore,"('Italy',)","('Veneto',)",3.9,8352,21.0
Alphonse Mellot La Moussière Sancerre Blanc 2024,"('France',)","('Sancerre',)",4.0,8326,50.39
H3 Wines Merlot 2022,"('United States',)","('Horse Heaven Hills',)",3.7,8312,17.95
Wolfberger Crémant d'Alsace Brut,"('France',)","(""Crémant d'Alsace"",)",3.7,8301,27.29
Roederer Estate Brut,"('United States',)","('Anderson Valley',)",3.9,8284,29.95
Woodbridge by Robert Mondavi Merlot 2020,"('United States',)","('California',)",3.3,8282,21.99
Tarapacá Gran Tarapacá Reserva Cabernet Sauvignon 2020,"('Chile',)","('Maipo Valley',)",3.6,8277,25.99
Olivier Leflaive Bourgogne Cuvée Margot 2023,"('France',)","('Bourgogne',)",3.8,8270,46.25
Sean Minor Signature Series Cabernet Sauvignon 2023,"('United States',)","('North Coast',)",3.9,8260,22.13
Duval-Leroy Brut Réserve Champagne,"('France',)","('Champagne',)",3.8,8259,58.95
Arceno Chianti Classico 2023,"('Italy',)","('Chianti Classico',)",3.9,8256,27.85
Joseph Drouhin Bourgogne Chardonnay 2023,"('France',)","('Bourgogne',)",3.8,8254,28.0
Luigi Bosca Malbec 2020,"('Argentina',)","('Mendoza',)",4.2,8244,26.98
Château St. Jean Cinq Cépages 2022,"('United States',)","('Sonoma County',)",4.3,8242,96.95
Villa Sandi Prosecco Il Fresco Spumante,"('Italy',)","('Prosecco',)",3.7,8242,20.64
DeLoach Heritage Reserve Pinot Noir 2024,"('United States',)","('California',)",3.8,8216,13.52
Château Barde-Haut Saint-Émilion Grand Cru (Grand Cru Classé) 2022,"('France',)","('Saint-Émilion Grand Cru',)",4.0,8195,45.99
Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,"('France',)","('Saint-Émilion Grand Cru',)",4.6,8193,679.0
Siduri Willamette Valley Pinot Noir 2024,"('United States',)","('Willamette Valley',)",4.0,8192,19.97
Spellbound Petite Sirah 2023,"('United States',)","('California',)",3.8,8164,16.97
Graham Beck Brut Rosé (Chardonnay - Pinot Noir),"('South Africa',)","('Robertson',)",3.9,8157,22.99
Rabble Red Blend 2023,"('United States',)","('Paso Robles',)",3.7,8145,21.9
Cline Cashmere Red 2023,"('United States',)","('California',)",3.8,8125,20.95
Hall Kathryn Hall Cabernet Sauvignon 2022,"('United States',)","('Napa Valley',)",4.6,8085,199.99
Volpaia Castello di Volpaia Chianti Classico Riserva 2022,"('Italy',)","('Chianti Classico',)",4.1,8078,30.12
Shafer Relentless 2022,"('United States',)","('Napa Valley',)",4.4,8071,89.95
TerraNoble Cabernet Sauvignon 2024,"('Chile',)","('Central Valley',)",3.4,8054,14.62
TerraNoble Cabernet Sauvignon 2022,"('Chile',)","('Central Valley',)",3.4,8054,12.95
Pierre Paillard Bouzy Grand Cru Les Parcelles Extra Brut,"('France',)","('Champagne',)",4.2,8035,65.08
Famille Perrin Côtes du Rhône Villages Rouge 2023,"('France',)","('Côtes-du-Rhône-Villages',)",3.7,8019,14.99
Freixenet Pinot Grigio,"('Italy',)","('Garda',)",4.0,8011,15.49
Larmandier-Bernier Longitude Blanc de Blancs Champagne Premier Cru,"('France',)","('Champagne Premier Cru',)",4.2,8007,74.94
Dark Horse Pinot Noir 2024,"('United States',)","('California',)",3.3,8003,10.49
Ferreira Ruby Port,"('Portugal',)","('Porto',)",3.8,7997,21.42
Nicolas Feuillatte Sélection Brut Champagne,"('France',)","(""Champagne Grand Cru 'Chouilly'"",)",3.8,7991,39.99
Marqués de Riscal Reserva 2020,"('Spain',)","('Rioja',)",4.1,7989,17.99
Piper-Heidsieck Cuvée 1785 Brut Champagne,"('France',)","('Champagne',)",4.1,7988,45.99
Louis Latour Corton-Charlemagne Grand Cru 2023,"('France',)","('Corton-Charlemagne Grand Cru',)",4.4,7984,264.95
Firesteed Pinot Noir Oregon 2023,"('United States',)","('Oregon',)",3.5,7959,15.99
Bussola Amarone della Valpolicella Classico 2020,"('Italy',)","('Amarone della Valpolicella Classico',)",4.5,7956,113.17
Casisano Brunello di Montalcino 2020,"('Italy',)","('Brunello di Montalcino',)",4.1,7950,59.95
Chateau Ste. Michelle Pinot Gris 2024,"('United States',)","('Columbia Valley',)",3.7,7945,12.59
Bodegas Faustino I Gran Reserva 2004,"('Spain',)","('Rioja Alavesa',)",4.0,7945,95.99
Frontera Cabernet Sauvignon - Merlot 2022,"('Chile',)","('Central Valley',)",3.2,7942,18.99
Frontera Cabernet Sauvignon - Merlot 2024,"('Chile',)","('Central Valley',)",3.2,7942,9.99
Tilia Malbec - Syrah 2024,"('Argentina',)","('Mendoza',)",3.5,7927,18.34
Tilia Malbec - Syrah 2023,"('Argentina',)","('Mendoza',)",3.5,7927,15.15
Santa Julia Cabernet Sauvignon 2025,"('Argentina',)","('Maipu',)",3.3,7926,14.62
The Dreaming Tree Pinot Noir 2023,"('France',)","('Vin de France',)",3.6,7918,14.95
El Coto Coto de Imaz Rioja Reserva 2018,"('Spain',)","('Rioja Alavesa',)",3.9,7896,19.99
Opus One Opus One 2012,"('United States',)","('Napa Valley',)",4.6,7878,529.97
Jacques-Frederic Mugnier Nuits-Saint-Georges Premier Cru 'Clos de la Maréchale' 2023,"('France',)","('Nuits-Saint-Georges Premier Cru',)",4.3,7868,262.49
Château Le Bourdieu Médoc 2023,"('France',)","('Médoc',)",3.9,7861,38.92
Simonsig Pinotage 2022,"('South Africa',)","('Stellenbosch',)",3.8,7854,19.54
Sterling Vineyards Vintner's Collection Meritage 2023,"('United States',)","('Central Coast',)",3.6,7847,10.49
Sterling Vineyards Vintner's Collection Merlot 2023,"('United States',)","('Central Coast',)",3.7,7836,14.95
Sterling Vineyards Vintner's Collection Merlot 2001,"('United States',)","('Central Coast',)",3.7,7836,52.49
Goldschmidt Vineyards Katherine Goldschmidt Crazy Creek Cabernet Sauvignon 2023,"('United States',)","('Alexander Valley',)",4.0,7836,24.99
Jermann Where Dreams have no end (W... Dreams...) 2023,"('Italy',)","('Venezia Giulia',)",4.3,7813,69.99
Herència Altés Garnatxa Negra 2024,"('Spain',)","('Terra Alta',)",3.6,7794,20.83
Landmark Vineyards Overlook Pinot Noir 2022,"('United States',)","('Sonoma Valley',)",4.0,7776,23.1
Cantele Riserva Salice Salentino 2022,"('Italy',)","('Salice Salentino',)",3.8,7768,18.44
Billecart-Salmon Blanc de Blancs Brut Champagne Grand Cru,"('France',)","('Champagne Grand Cru',)",4.4,7766,97.74
Pazo Barrantes Albariño 2021,"('Spain',)","('Rías Baixas',)",3.8,7758,54.95
Noble Vines 181 Merlot 2023,"('United States',)","('Lodi',)",3.6,7756,11.67
Lanson Le Rosé Champagne,"('France',)","('Champagne',)",3.9,7745,54.97
Jam Jar Sweet Shiraz 2024,"('South Africa',)","('Western Cape',)",3.8,7745,10.95
Henry of Pelham Baco Noir 2024,"('Canada',)","('Ontario',)",4.0,7734,20.69
Philipponnat Réserve Perpétuelle Non Dosé Champagne,"('France',)","('Champagne',)",4.1,7733,63.69
Opus One Opus One 2013,"('United States',)","('Napa Valley',)",4.6,7731,549.97
Robert Hall Cabernet Sauvignon 2022,"('United States',)","('Paso Robles',)",3.9,7726,14.49
Quilt Cabernet Sauvignon 2017,"('United States',)","('Napa Valley',)",4.3,7721,199.99
Rodney Strong Merlot 2023,"('United States',)","('Sonoma County',)",3.7,7708,19.67
